time,S_mixed_0Hz,S_mixed_1Hz_Pi,S_mixed_2Hz_Pi,S_mixed_4Hz_Pi,S_mixed_8Hz_Pi,S_mixed_12Hz_Pi,S_mixed_16Hz_Pi,S_mixed_20Hz_Pi,S_mixed_30Hz_Pi,S_mixed_1Hz_0,S_mixed_2Hz_0,S_mixed_4Hz_0,S_mixed_8Hz_0,S_mixed_12Hz_0,S_mixed_16Hz_0,S_mixed_20Hz_0,S_mixed_30Hz_0
14.34,0.45980938,0.88836305,0.967245257,0.981183569,0.962852532,0.908277929,0.742709853,0.661043448,0.566943344,0.826459818,0.920344933,0.966495482,0.8084048,0.918672253,0.735583087,0.641812817,0.564925216
14.4,0.461878025,0.889261074,0.967438027,0.981194825,0.963744931,0.908859515,0.743521026,0.66200314,0.567936972,0.828983769,0.921444482,0.965788246,0.809648016,0.919865157,0.735364437,0.642635033,0.564430493
14.46,0.462051783,0.88963769,0.968007812,0.9806176,0.963830401,0.909754425,0.743047129,0.662698993,0.566971783,0.829473134,0.921407746,0.965884916,0.812608039,0.920257792,0.73267523,0.643756248,0.565036792
14.52,0.46057465,0.891461402,0.96852741,0.980738457,0.964157092,0.909249681,0.741613021,0.66283854,0.562373429,0.834112059,0.921202305,0.966445407,0.811433372,0.921142816,0.733085391,0.645480451,0.567703358
14.58,0.460216779,0.891379115,0.969272076,0.980287802,0.963606747,0.907922796,0.743932335,0.660226537,0.566931019,0.837654576,0.919528982,0.967956222,0.807294681,0.921456201,0.732456573,0.644461656,0.568271006
14.64,0.453209924,0.890624691,0.968951161,0.980229773,0.9640045,0.909964134,0.743485322,0.662235691,0.567126297,0.841335418,0.917569083,0.967436671,0.811859336,0.920893774,0.737409547,0.645603945,0.56924012
14.7,0.458746603,0.890556804,0.969225236,0.981153424,0.963736249,0.910343515,0.745439015,0.662564233,0.567999305,0.841598603,0.917465618,0.967481464,0.812874735,0.921812742,0.73812555,0.641956883,0.56890285
14.76,0.461262832,0.892301765,0.968512973,0.982361114,0.964343967,0.911521197,0.745612421,0.66401017,0.570123696,0.842001396,0.918855724,0.969064079,0.81590484,0.921756005,0.738378644,0.640687154,0.565258048
14.82,0.46333235,0.893658201,0.969545578,0.981686,0.964276198,0.911843263,0.745855673,0.664493609,0.569267095,0.841935856,0.922582057,0.969192924,0.81156763,0.921056505,0.739647033,0.641939504,0.564938447
14.88,0.46341927,0.894549038,0.969806926,0.981444951,0.964451356,0.912028749,0.743061152,0.664324883,0.568386949,0.841174496,0.924799118,0.969129621,0.816392695,0.920350368,0.739853152,0.641147994,0.568384362
14.94,0.463622267,0.894816665,0.970554049,0.98102826,0.964453437,0.912268477,0.746436801,0.660193346,0.569033553,0.841588098,0.925859533,0.96899336,0.818068742,0.919215616,0.739967133,0.645077272,0.569564044
