time,theta_t
3.022,1.213291
3.023,1.06631
3.024,0.874195
3.025,0.795776
3.026,0.766694
3.027,0.744145
3.028,0.745884
3.029,0.652628
3.03,0.454309
3.031,0.200655
3.032,-0.028363
3.033,-0.197992
3.034,-0.346963
3.035,-0.474381
3.036,-0.652572
3.037,-0.826532
3.038,-1.053589
3.039,-1.259533
3.04,-1.486939
3.041,-1.737715
3.042,-1.987952
3.043,-2.226363
3.044,-2.606249
3.045,-2.841268
3.046,-3.086101
3.047,-3.275563
3.048,-3.321399
3.049,-3.195008
3.05,-2.915841
3.051,-2.500394
3.052,-2.037231
3.053,-1.371348
3.054,-0.93767
3.055,-0.536322
3.056,-0.122233
3.057,0.217952
3.058,0.464982
3.059,0.514254
3.06,0.34137
3.061,0.049719
3.062,-0.274821
3.063,-0.466653
3.064,-0.823421
3.065,-0.978877
3.066,-1.081942
3.067,-1.333633
3.068,-1.271535
3.069,-1.030199
3.07,-0.644828
3.071,-0.186583
3.072,0.25537
3.073,0.628966
3.074,0.955826
3.075,1.212668
3.076,1.386061
3.077,1.494274
3.078,1.51614
3.079,1.447534
3.08,1.34979
3.081,1.112059
3.082,0.821325
3.083,0.477028
3.084,0.243692
3.085,-0.157229
3.086,-0.431888
3.087,-0.539851
3.088,-0.655263
3.089,-0.75523
3.09,-0.696465
3.091,-0.564109
3.092,-0.457396
3.093,-0.425224
3.094,-0.38127
3.095,-0.418285
3.096,-0.337614
3.097,-0.315853
3.098,-0.116574
3.099,0.053884
3.1,0.186401
3.101,0.310796
3.102,0.456155
3.103,0.569291
3.104,0.647922
3.105,0.686857
3.106,0.739666
3.107,0.657987
3.108,0.598392
3.109,0.610616
3.11,0.716336
3.111,0.764102
3.112,0.692522
3.113,0.667846
3.114,0.622903
3.115,0.649644
3.116,0.732929
3.117,0.837017
3.118,0.914106
3.119,0.997454
3.12,1.019618
3.121,1.002951
3.122,1.022967
3.123,1.03527
3.124,1.087139
3.125,1.173751
3.126,1.193861
3.127,1.267141
3.128,1.37433
3.129,1.425091
3.13,1.454528
3.131,1.448551
3.132,1.289853
3.133,1.391347
3.134,1.436174
3.135,1.379276
3.136,1.23089
3.137,1.073829
3.138,0.743317
3.139,0.545775
3.14,0.371504
3.141,0.178405
3.142,0.171728
3.143,0.227767
3.144,0.360197
3.145,0.512763
3.146,0.71362
3.147,1.022904
3.148,0.992153
3.149,0.959489
3.15,0.766224
3.151,0.531141
3.152,0.176398
3.153,-0.204731
3.154,-0.721085
3.155,-1.071095
3.156,-1.480972
3.157,-1.738548
3.158,-2.00676
3.159,-2.181309
3.16,-2.230688
3.161,-2.143617
3.162,-2.094197
3.163,-1.942805
3.164,-1.726753
3.165,-1.395849
3.166,-1.232211
3.167,-1.233427
3.168,-1.215348
3.169,-1.138422
3.17,-1.07495
3.171,-0.801843
3.172,-0.409953
3.173,-0.084983
3.174,0.115782
3.175,0.232645
3.176,0.341316
3.177,0.591981
3.178,0.840965
3.179,1.108817
3.18,1.290301
3.181,1.518853
3.182,1.558446
3.183,1.767419
3.184,2.065233
3.185,2.4613
3.186,2.89043
3.187,3.318515
3.188,3.709133
3.189,4.080758
3.19,4.252467
3.191,4.291286
3.192,4.273089
3.193,4.234974
3.194,4.23318
3.195,4.156643
3.196,3.665529
3.197,3.431616
3.198,3.241705
3.199,3.068176
3.2,2.846178
3.201,2.658144
3.202,2.373994
3.203,2.049098
3.204,1.813219
3.205,1.705869
3.206,1.62171
3.207,1.454028
3.208,1.289195
3.209,1.094444
3.21,0.950357
3.211,0.749484
3.212,0.84725
3.213,0.654321
3.214,0.493256
3.215,0.377691
3.216,0.221166
3.217,0.093265
3.218,0.003665
3.219,0.014824
3.22,-0.035555
3.221,-0.122004
3.222,-0.182557
3.223,-0.166183
3.224,-0.145577
3.225,-0.197018
3.226,-0.256987
3.227,-0.31112
3.228,-0.348093
3.229,-0.38711
3.23,-0.34728
3.231,-0.207112
3.232,-0.018512
3.233,0.145075
3.234,0.368
3.235,0.525632
3.236,0.715689
3.237,0.849642
3.238,1.006391
3.239,1.133441
3.24,1.275543
3.241,1.226406
3.242,1.31549
3.243,1.460881
3.244,1.597199
3.245,1.595644
3.246,1.527291
3.247,1.349749
3.248,1.114793
3.249,0.793644
3.25,0.507057
3.251,0.111792
3.252,-0.389009
3.253,-0.795951
3.254,-0.943448
3.255,-0.991379
3.256,-0.832082
3.257,-0.587762
3.258,-0.34
3.259,-0.111439
3.26,0.070094
3.261,0.215312
3.262,0.50413
3.263,0.740631
3.264,0.854078
3.265,0.541348
3.266,-0.032385
3.267,-0.592428
3.268,-0.923488
3.269,-0.915495
3.27,-0.479595
3.271,-0.200533
3.272,-0.171473
3.273,0.156617
3.274,0.677407
3.275,1.403275
3.276,2.204589
3.277,2.87005
3.278,3.272145
3.279,3.313863
3.28,3.071406
3.281,2.808211
3.282,2.543908
3.283,2.3408
3.284,2.123061
3.285,1.86136
3.286,1.500052
3.287,1.185084
3.288,1.039901
3.289,1.172451
3.29,1.416187
3.291,1.629804
3.292,1.805066
3.293,1.907682
3.294,1.901353
3.295,1.917999
3.296,1.90075
3.297,1.894325
3.298,1.864954
3.299,1.787004
3.3,1.712797
3.301,1.667699
3.302,1.721509
3.303,1.744581
3.304,1.729481
3.305,1.597459
3.306,1.455072
3.307,1.310788
3.308,1.17841
3.309,1.079646
3.31,1.036363
3.311,0.963506
3.312,0.869189
3.313,0.846821
3.314,0.936388
3.315,1.103515
3.316,1.28542
3.317,1.313276
3.318,1.163216
3.319,0.764219
3.32,0.318311
3.321,-0.235873
3.322,-1.036022
3.323,-1.747595
3.324,-2.406465
3.325,-3.065623
3.326,-3.469509
3.327,-3.890192
3.328,-4.049916
3.329,-3.866779
3.33,-3.296913
3.331,-2.713483
3.332,-2.089636
3.333,-1.460798
3.334,-0.845298
3.335,-0.223782
3.336,0.385197
3.337,0.854949
3.338,1.220007
3.339,1.335825
3.34,1.32226
3.341,1.167977
3.342,0.976832
3.343,0.746107
3.344,0.486912
3.345,0.211925
3.346,-0.035732
3.347,-0.153575
3.348,-0.071099
3.349,0.127093
3.35,0.453693
3.351,0.869029
3.352,1.27679
3.353,1.502524
3.354,1.736388
3.355,1.866091
3.356,1.901239
3.357,1.906348
3.358,1.74941
3.359,1.519831
3.36,1.159647
3.361,0.75822
3.362,0.298926
3.363,-0.097364
3.364,-0.441954
3.365,-0.680945
3.366,-0.82683
3.367,-0.913393
3.368,-0.946946
3.369,-1.073469
3.37,-1.347699
3.371,-1.320606
3.372,-1.245317
3.373,-1.285075
3.374,-1.353432
3.375,-1.441211
3.376,-1.196093
3.377,-1.113734
3.378,-0.901493
3.379,-0.720907
3.38,-0.610969
3.381,-0.561862
3.382,-0.556418
3.383,-0.588358
3.384,-0.454578
3.385,-0.286074
3.386,-0.160136
3.387,-0.337167
3.388,-0.388035
3.389,-0.419467
3.39,-0.305061
3.391,-0.110587
3.392,0.023539
3.393,0.181135
3.394,0.400629
3.395,0.603761
3.396,0.548718
3.397,0.568775
3.398,0.557584
3.399,0.635626
3.4,0.706071
3.401,0.806586
3.402,0.993489
3.403,1.157888
3.404,1.28296
3.405,1.354623
3.406,1.465745
3.407,1.593616
3.408,1.616214
3.409,1.539005
3.41,1.372982
3.411,1.256984
3.412,1.212951
3.413,1.182727
3.414,1.149228
3.415,1.154648
3.416,1.12364
3.417,1.004854
3.418,0.998688
3.419,1.002069
3.42,1.049129
3.421,1.02447
3.422,0.950655
3.423,0.911735
3.424,1.032997
3.425,1.148772
3.426,1.457187
3.427,1.683823
3.428,1.927033
3.429,2.106451
3.43,2.330564
3.431,2.570775
3.432,2.728696
3.433,2.708642
3.434,2.496509
3.435,2.207046
3.436,1.743726
3.437,1.233411
3.438,0.718991
3.439,0.158515
3.44,-0.366021
3.441,-0.872419
3.442,-1.186018
3.443,-1.288835
3.444,-1.186722
3.445,-0.965621
3.446,-0.704186
3.447,-0.452588
3.448,-0.141144
3.449,0.019035
3.45,0.349455
3.451,0.700402
3.452,1.060899
3.453,1.256065
3.454,1.54175
3.455,1.781043
3.456,1.968224
3.457,2.087374
3.458,2.135755
3.459,2.158902
3.46,2.158687
3.461,1.900648
3.462,1.565552
3.463,1.234737
3.464,0.949032
3.465,0.657517
3.466,0.421974
3.467,0.279602
3.468,0.261094
3.469,0.372046
3.47,0.609971
3.471,0.949198
3.472,1.33703
3.473,1.627335
3.474,1.768941
3.475,1.668471
3.476,1.429304
3.477,1.136751
3.478,0.791213
3.479,0.445557
3.48,0.222211
3.481,0.053212
3.482,-0.08809
3.483,-0.108984
3.484,-0.005913
3.485,0.288755
3.486,0.669179
3.487,1.133463
3.488,1.582883
3.489,1.736429
3.49,2.086648
3.491,2.407741
3.492,2.618631
3.493,2.700005
3.494,2.738736
3.495,2.706704
3.496,2.684781
3.497,2.661145
3.498,2.820938
3.499,2.71975
3.5,2.578163
3.501,2.409617
3.502,2.288247
3.503,2.196121
3.504,2.117632
3.505,2.02302
3.506,1.955573
3.507,1.985588
3.508,1.990185
3.509,1.92563
3.51,1.906326
3.511,1.83251
3.512,1.891583
3.513,1.919502
3.514,1.95722
3.515,2.07021
3.516,2.251279
3.517,2.449969
3.518,2.719366
3.519,3.01399
3.52,3.324019
3.521,3.461036
3.522,3.470725
3.523,3.316724
3.524,3.361057
3.525,3.37351
3.526,3.363182
3.527,3.347932
3.528,3.42932
3.529,3.250295
3.53,3.068836
3.531,2.808715
3.532,2.460828
3.533,2.108624
3.534,1.811318
3.535,1.585288
3.536,1.236928
3.537,0.869948
3.538,0.702369
3.539,0.691628
3.54,0.75127
3.541,0.935004
3.542,1.114203
3.543,1.253134
3.544,1.337614
3.545,1.43749
3.546,1.563245
3.547,1.723032
3.548,1.88003
3.549,2.049617
3.55,2.208549
3.551,2.293698
3.552,2.388473
3.553,2.563065
3.554,2.748741
3.555,2.872407
3.556,2.901816
3.557,2.759906
3.558,2.439991
3.559,2.042867
3.56,1.671282
3.561,1.278171
3.562,1.046489
3.563,0.802487
3.564,0.648935
3.565,0.326439
3.566,0.061209
3.567,-0.114486
3.568,-0.184729
3.569,-0.061022
3.57,0.183233
3.571,0.469031
3.572,0.723573
3.573,0.991298
3.574,1.38752
3.575,1.732455
3.576,2.145902
3.577,2.533249
3.578,2.782134
3.579,2.843748
3.58,2.818842
3.581,2.714903
3.582,2.582204
3.583,2.449401
3.584,2.353709
3.585,2.293244
3.586,2.246888
3.587,2.029088
3.588,1.770453
3.589,1.490233
3.59,1.158854
3.591,0.847846
3.592,0.560877
3.593,0.299416
3.594,0.086821
3.595,-0.09893
3.596,-0.256415
3.597,-0.312676
3.598,-0.276262
3.599,-0.183841
3.6,-0.072683
3.601,-0.003081
3.602,-0.157384
3.603,-0.128823
3.604,-0.066836
3.605,0.313615
3.606,0.521741
3.607,0.703303
3.608,0.848804
3.609,0.948154
3.61,0.947632
3.611,1.240906
3.612,1.739057
3.613,2.301424
3.614,2.718825
3.615,3.056667
3.616,3.302237
3.617,3.463349
3.618,3.580831
3.619,3.710213
3.62,3.675159
3.621,3.433757
3.622,2.928613
3.623,2.328241
3.624,1.696784
3.625,1.162422
3.626,0.830297
3.627,0.638421
3.628,0.539713
3.629,0.629346
3.63,0.548306
3.631,0.446228
3.632,0.336024
3.633,-0.121485
3.634,-0.478703
3.635,-0.795058
3.636,-1.324917
3.637,-1.862374
3.638,-2.355413
3.639,-2.421244
3.64,-2.660975
3.641,-2.671815
3.642,-2.720492
3.643,-2.284455
3.644,-1.922575
3.645,-1.34442
3.646,-0.873484
3.647,-0.452752
3.648,0.069802
3.649,0.304758
3.65,0.481571
3.651,0.561795
3.652,0.478846
3.653,0.611806
3.654,0.690684
3.655,0.751047
3.656,0.683027
3.657,0.553667
3.658,0.309831
3.659,0.202786
3.66,0.051892
3.661,-0.007737
3.662,-0.030187
3.663,-0.053102
3.664,-0.116415
3.665,-0.19341
3.666,-0.200022
3.667,-0.097058
3.668,0.094777
3.669,0.24636
3.67,0.306325
3.671,0.359745
3.672,0.483312
3.673,0.701105
3.674,0.917998
3.675,1.130758
3.676,1.187284
3.677,1.180904
3.678,1.092294
3.679,1.0048
3.68,0.841473
3.681,0.893443
3.682,0.72917
3.683,0.680996
3.684,0.438916
3.685,0.295461
3.686,0.251535
3.687,0.338846
3.688,0.561447
3.689,0.763854
3.69,0.863515
3.691,0.925547
3.692,1.098353
3.693,1.4302
3.694,1.824011
3.695,2.161817
3.696,2.357094
3.697,2.46444
3.698,2.606546
3.699,2.689624
3.7,2.830728
3.701,2.98534
3.702,3.031704
3.703,2.886647
3.704,2.603175
3.705,2.270156
3.706,2.193688
3.707,2.286928
3.708,2.401577
3.709,2.515852
3.71,2.53292
3.711,2.474588
3.712,2.420372
3.713,2.379793
3.714,2.26775
3.715,2.059093
3.716,1.751826
3.717,1.445944
3.718,1.222738
3.719,1.11684
3.72,0.978588
3.721,0.858597
3.722,0.725261
3.723,0.645746
3.724,0.679956
3.725,0.789534
3.726,0.935055
3.727,0.934956
3.728,0.792045
3.729,0.557244
3.73,0.360545
3.731,0.259948
3.732,0.182992
3.733,0.079966
3.734,0.012974
3.735,0.038942
3.736,0.083814
3.737,0.105998
3.738,0.103667
3.739,0.100127
3.74,0.050934
3.741,-0.033669
3.742,-0.085109
3.743,-0.041213
3.744,-0.147865
3.745,-0.323098
3.746,-0.548882
3.747,-0.667452
3.748,-0.585232
3.749,-0.375868
3.75,-0.119424
3.751,0.183141
3.752,0.362206
3.753,0.434653
3.754,0.467209
3.755,0.548995
3.756,0.734291
3.757,0.950936
3.758,1.221159
3.759,1.307167
3.76,1.362004
3.761,1.3491
3.762,1.297212
3.763,1.267102
3.764,1.258951
3.765,1.303033
3.766,1.153848
3.767,0.807035
3.768,0.561776
3.769,0.285802
3.77,0.025446
3.771,-0.178261
3.772,-0.140766
3.773,-0.200865
3.774,-0.332413
3.775,-0.459479
3.776,-0.563685
3.777,-0.630477
3.778,-0.654002
3.779,-0.648144
3.78,-0.62856
3.781,-0.617163
3.782,-0.622222
3.783,-0.599656
3.784,-0.549769
3.785,-0.510423
3.786,-0.519869
3.787,-0.703598
3.788,-0.836173
3.789,-0.877311
3.79,-0.835515
3.791,-0.855058
3.792,-0.918477
3.793,-0.937604
3.794,-0.904497
3.795,-0.869644
3.796,-0.797372
3.797,-0.672129
3.798,-0.481297
3.799,-0.249656
3.8,0.042961
3.801,0.327452
3.802,0.596204
3.803,0.734234
3.804,0.729787
3.805,0.715226
3.806,0.6867
3.807,0.654641
3.808,0.605371
3.809,0.493765
3.81,0.330443
3.811,0.126495
3.812,-0.236078
3.813,-0.552755
3.814,-0.770963
3.815,-0.916815
3.816,-1.050024
3.817,-1.066326
3.818,-1.120882
3.819,-1.136731
3.82,-1.112959
3.821,-1.023969
3.822,-0.846552
3.823,-0.590478
3.824,-0.320159
3.825,-0.040224
3.826,0.209167
3.827,0.429766
3.828,0.533363
3.829,0.53694
3.83,0.383874
3.831,0.197376
3.832,0.046057
3.833,-0.155673
3.834,-0.229358
3.835,-0.254965
3.836,-0.271614
3.837,-0.289915
3.838,-0.329745
3.839,-0.356686
3.84,-0.30024
3.841,-0.139254
3.842,-0.062396
3.843,0.004256
3.844,0.032634
3.845,0.11788
3.846,0.250611
3.847,0.542728
3.848,0.944381
3.849,1.363904
3.85,1.652986
3.851,1.700565
3.852,1.779072
3.853,1.623805
3.854,1.55492
3.855,1.464565
3.856,1.329805
3.857,1.245865
3.858,1.165589
3.859,1.164177
3.86,1.151408
3.861,1.228827
3.862,1.665944
3.863,1.817668
3.864,2.165614
3.865,2.540356
3.866,2.83935
3.867,2.98428
3.868,2.814545
3.869,2.667333
3.87,2.443124
3.871,2.019208
3.872,1.625963
3.873,1.201336
3.874,0.820972
3.875,0.483489
3.876,0.213589
3.877,0.080483
3.878,-0.018145
3.879,-0.034958
3.88,0.014459
3.881,0.178953
3.882,0.372082
3.883,0.725799
3.884,1.101925
3.885,1.635462
3.886,1.909914
3.887,2.03349
3.888,1.996429
3.889,1.918058
3.89,1.801014
3.891,1.636163
3.892,1.408162
3.893,1.00915
3.894,0.516675
3.895,0.182838
3.896,-0.106709
3.897,-0.307748
3.898,-0.405806
3.899,-0.391454
3.9,-0.280397
3.901,-0.156944
3.902,-0.077652
3.903,-0.046113
3.904,-0.095515
3.905,0.04817
3.906,0.037469
3.907,0.08873
3.908,0.180627
3.909,0.27379
3.91,0.378592
3.911,0.228281
3.912,0.21454
3.913,0.17967
3.914,0.2392
3.915,0.441376
3.916,0.488422
3.917,0.66517
3.918,0.916198
3.919,1.215969
3.92,1.650094
3.921,1.992415
3.922,2.424084
3.923,2.903411
3.924,3.240288
3.925,3.468757
3.926,3.578362
3.927,3.513057
3.928,3.270187
3.929,3.02789
3.93,2.919105
3.931,2.605636
3.932,2.372826
3.933,2.281032
3.934,2.254831
3.935,2.296489
3.936,2.395279
3.937,2.54751
3.938,2.694641
3.939,2.772985
3.94,2.948767
3.941,3.056836
3.942,3.085783
3.943,3.138569
3.944,3.074044
3.945,3.048984
3.946,3.125075
3.947,3.297167
3.948,3.578953
3.949,3.80543
3.95,3.87874
3.951,3.801511
3.952,3.56073
3.953,3.293366
3.954,2.97201
3.955,2.676161
3.956,2.392248
3.957,2.025741
3.958,1.635218
3.959,1.268389
3.96,0.951998
3.961,0.73209
3.962,0.607482
3.963,0.542982
3.964,0.515223
3.965,0.503551
3.966,0.49263
3.967,0.47984
3.968,0.560548
3.969,0.572383
3.97,0.453997
3.971,0.440604
3.972,0.389506
3.973,0.364861
3.974,0.367949
3.975,0.397127
3.976,0.302794
3.977,0.07498
3.978,-0.336034
3.979,-0.701354
3.98,-0.883463
3.981,-0.962631
3.982,-0.902414
3.983,-1.005943
3.984,-0.77508
3.985,-0.483212
3.986,-0.107143
3.987,0.278862
3.988,0.595739
3.989,0.859706
3.99,1.011764
3.991,1.134804
3.992,1.293262
3.993,1.526119
3.994,1.531806
3.995,1.52569
3.996,1.519
3.997,1.492618
3.998,1.440232
3.999,1.38137
4,1.219466
4.001,1.259673
4.002,1.418494
4.003,1.604682
4.004,1.65174
4.005,1.595997
4.006,1.50163
4.007,1.375949
4.008,1.287489
4.009,1.328408
4.01,1.25733
4.011,1.099376
4.012,0.892872
4.013,0.636499
4.014,0.411726
4.015,0.125698
4.016,-0.058583
4.017,-0.228282
4.018,-0.068826
4.019,0.035208
4.02,0.078359
4.021,0.155029
4.022,0.2054
4.023,0.181146
4.024,0.363406
4.025,0.627014
4.026,0.846328
4.027,0.990641
4.028,0.962965
4.029,0.9522
4.03,1.080287
4.031,0.829287
4.032,0.719129
4.033,0.594233
4.034,0.504738
4.035,0.370725
4.036,0.345067
4.037,0.310384
4.038,0.308896
4.039,0.41322
4.04,0.325742
4.041,0.342719
4.042,0.319782
4.043,0.176916
4.044,0.119656
4.045,0.127592
4.046,0.142872
4.047,0.137062
4.048,0.078009
4.049,-0.12329
4.05,-0.35135
4.051,-0.522909
4.052,-0.604095
4.053,-0.557965
4.054,-0.693267
4.055,-0.833313
4.056,-1.228689
4.057,-1.822441
4.058,-2.203791
4.059,-2.403906
4.06,-2.484543
4.061,-2.398168
4.062,-2.482285
4.063,-2.524725
4.064,-2.442201
4.065,-2.186231
4.066,-1.810813
4.067,-1.350338
4.068,-0.955621
4.069,-0.46538
4.07,-0.032455
4.071,0.337203
4.072,0.626498
4.073,0.793109
4.074,0.815226
4.075,0.770256
4.076,0.710292
4.077,0.667776
4.078,0.609737
4.079,0.598909
4.08,0.554783
4.081,0.456624
4.082,0.42941
4.083,0.452247
4.084,0.554021
4.085,0.726338
4.086,0.604479
4.087,0.738067
4.088,0.847074
4.089,0.896869
4.09,1.001792
4.091,1.186092
4.092,1.384148
4.093,1.565334
4.094,1.681859
4.095,1.73562
4.096,1.75214
4.097,1.830607
4.098,1.68995
4.099,1.484323
4.1,1.28886
4.101,1.065142
4.102,0.740444
4.103,0.564118
4.104,0.448497
4.105,0.450741
4.106,0.696654
4.107,0.738305
4.108,0.742502
4.109,0.774071
4.11,0.868396
4.111,0.96757
4.112,1.06904
4.113,1.193422
4.114,1.280755
4.115,1.297711
4.116,1.004602
4.117,0.880957
4.118,0.729477
4.119,0.467894
4.12,0.159048
4.121,-0.031512
4.122,-0.313593
4.123,-0.566777
4.124,-0.797756
4.125,-1.032981
4.126,-1.290539
4.127,-1.48277
4.128,-1.584551
4.129,-1.568907
4.13,-1.493858
4.131,-1.347778
4.132,-1.199808
4.133,-1.156604
4.134,-1.218096
4.135,-1.17997
4.136,-1.116897
4.137,-1.015749
4.138,-0.891986
4.139,-0.631384
4.14,-0.353549
4.141,-0.150738
4.142,-0.028728
4.143,0.091121
4.144,0.204254
4.145,0.308482
4.146,0.428407
4.147,0.496579
4.148,0.461081
4.149,0.305361
4.15,0.256178
4.151,0.047609
4.152,-0.006101
4.153,-0.012231
4.154,-0.000691
4.155,-0.049338
4.156,-0.185281
4.157,-0.301873
4.158,-0.439175
4.159,-0.504704
4.16,-0.486952
4.161,-0.584839
4.162,-0.560184
4.163,-0.480008
4.164,-0.368318
4.165,-0.250131
4.166,-0.138197
4.167,-0.032805
4.168,0.054295
4.169,0.148576
4.17,0.198247
4.171,0.147506
4.172,0.014483
4.173,0.004534
4.174,0.007256
4.175,0.145636
4.176,0.369724
4.177,0.654628
4.178,0.834758
4.179,0.927933
4.18,1.035647
4.181,1.221216
4.182,1.373201
4.183,1.467953
4.184,1.355332
4.185,1.088894
4.186,0.77017
4.187,0.453406
4.188,0.191268
4.189,-0.000996
4.19,-0.379557
4.191,-0.580419
4.192,-1.012273
4.193,-1.533421
4.194,-2.202849
4.195,-2.698206
4.196,-3.056067
4.197,-3.326453
4.198,-3.433704
4.199,-3.421622
4.2,-3.359031
4.201,-3.228327
4.202,-2.801516
4.203,-2.717096
4.204,-2.496509
4.205,-2.357052
4.206,-2.111247
4.207,-1.938151
4.208,-1.781778
4.209,-1.750917
4.21,-1.569513
4.211,-1.136409
4.212,-0.8224
4.213,-0.465421
4.214,-0.175651
4.215,0.048272
4.216,0.124536
4.217,0.207968
4.218,0.287749
4.219,0.322144
4.22,0.251869
4.221,0.155383
4.222,0.149939
4.223,0.257735
4.224,0.441205
4.225,0.755931
4.226,1.094919
4.227,1.448775
4.228,1.683729
4.229,1.885202
4.23,2.092411
4.231,2.340614
4.232,2.617835
4.233,2.820121
4.234,2.964207
4.235,3.031633
4.236,3.084321
4.237,3.17491
4.238,3.084504
4.239,3.227395
4.24,3.378796
4.241,3.43046
4.242,3.33546
4.243,3.029939
4.244,2.573274
4.245,2.183311
4.246,1.820642
4.247,1.485734
4.248,1.195976
4.249,0.8609
4.25,0.504229
4.251,0.15618
4.252,-0.133863
4.253,-0.212791
4.254,-0.067414
4.255,0.061615
4.256,0.141539
4.257,0.163788
4.258,0.168401
4.259,0.22015
4.26,0.325909
4.261,0.460888
4.262,0.735642
4.263,0.863168
4.264,1.281996
4.265,1.372597
4.266,1.522502
4.267,1.668596
4.268,1.58417
4.269,1.775815
4.27,1.965185
4.271,2.135125
4.272,2.449948
4.273,2.629723
4.274,2.784219
4.275,2.924102
4.276,3.038508
4.277,3.145357
4.278,3.305581
4.279,3.363844
4.28,3.400032
4.281,3.420138
4.282,3.405446
4.283,3.304398
4.284,2.913979
4.285,2.743149
4.286,2.665701
4.287,2.89686
4.288,3.017327
4.289,3.250068
4.29,3.384272
4.291,3.447068
4.292,3.45053
4.293,3.479566
4.294,3.533689
4.295,3.57113
4.296,3.488686
4.297,3.246298
4.298,2.76416
4.299,2.37819
4.3,1.992514
4.301,1.964887
4.302,1.890422
4.303,1.923109
4.304,2.066961
4.305,2.251829
4.306,2.415871
4.307,2.563847
4.308,2.734056
4.309,2.971738
4.31,3.199956
4.311,3.403038
4.312,3.530218
4.313,3.563973
4.314,3.37931
4.315,3.12294
4.316,2.899241
4.317,2.784454
4.318,2.693326
4.319,2.519488
4.32,2.235354
4.321,1.834122
4.322,1.38649
4.323,0.971121
4.324,0.590221
4.325,0.279656
4.326,-0.003057
4.327,-0.357594
4.328,-0.629476
4.329,-0.813863
4.33,-0.941977
4.331,-0.990905
4.332,-0.98705
4.333,-0.975301
4.334,-0.872093
4.335,-0.631541
4.336,-0.263163
4.337,0.200339
4.338,0.603945
4.339,1.023789
4.34,1.4096
4.341,1.764405
4.342,2.018919
4.343,2.193705
4.344,2.280871
4.345,2.252673
4.346,2.1754
4.347,2.009447
4.348,1.776248
4.349,1.556059
4.35,1.294988
4.351,1.003777
4.352,0.685775
4.353,0.42297
4.354,0.216264
4.355,0.122233
4.356,0.031277
4.357,0.147439
4.358,0.20558
4.359,0.217609
4.36,0.190221
4.361,0.119522
4.362,0.006948
4.363,-0.112138
4.364,-0.240602
4.365,-0.363642
4.366,-0.503169
4.367,-0.561262
4.368,-0.534341
4.369,-0.514783
4.37,-0.447927
4.371,-0.320641
4.372,-0.139494
4.373,0.037534
4.374,0.171205
4.375,0.218731
4.376,0.242342
4.377,0.330874
4.378,0.435211
4.379,0.544286
4.38,0.59265
4.381,0.683448
4.382,0.824295
4.383,1.066843
4.384,1.475502
4.385,1.788312
4.386,1.994353
4.387,1.897061
4.388,1.683581
4.389,1.486423
4.39,1.418805
4.391,1.301376
4.392,1.166457
4.393,0.948069
4.394,0.775322
4.395,0.656431
4.396,0.582399
4.397,0.400352
4.398,0.395692
4.399,0.334538
4.4,0.272759
4.401,0.180731
4.402,0.131937
4.403,0.251259
4.404,0.217026
4.405,0.239504
4.406,0.315584
4.407,0.458917
4.408,0.642017
4.409,0.891764
4.41,1.195162
4.411,1.418241
4.412,1.481138
4.413,1.401735
4.414,1.201932
4.415,0.926008
4.416,0.632278
4.417,0.336121
4.418,0.124372
4.419,-0.159985
4.42,-0.42069
4.421,-0.614565
4.422,-0.725416
4.423,-0.785691
4.424,-0.811787
4.425,-0.79092
4.426,-0.723545
4.427,-0.699749
4.428,-0.760081
4.429,-0.866473
4.43,-1.013186
4.431,-1.272277
4.432,-1.602824
4.433,-1.971583
4.434,-2.270693
4.435,-2.47039
4.436,-2.636764
4.437,-2.678165
4.438,-2.735667
4.439,-2.783264
4.44,-2.826617
4.441,-2.926746
4.442,-2.947906
4.443,-2.881851
4.444,-2.828646
4.445,-2.752198
4.446,-2.749553
4.447,-2.800421
4.448,-2.844972
4.449,-2.771775
4.45,-2.553129
4.451,-2.312048
4.452,-2.022707
4.453,-1.758204
4.454,-1.601761
4.455,-1.464353
4.456,-1.307091
4.457,-1.094191
4.458,-0.796226
4.459,-0.437987
4.46,-0.206283
4.461,-0.014005
4.462,0.08036
4.463,0.113948
4.464,0.138371
4.465,0.149626
4.466,0.176716
4.467,0.197072
4.468,0.111279
4.469,-0.068785
4.47,-0.154587
4.471,-0.229051
4.472,-0.235081
4.473,-0.201466
4.474,-0.143
4.475,0.045967
4.476,0.148787
4.477,0.225132
4.478,0.236853
4.479,0.27463
4.48,0.055638
4.481,-0.178661
4.482,-0.446167
4.483,-0.670997
4.484,-0.767151
4.485,-0.950049
4.486,-0.916806
4.487,-0.932665
4.488,-0.797779
4.489,-0.665326
4.49,-0.379396
4.491,-0.001089
4.492,0.416398
4.493,0.713675
4.494,0.869896
4.495,0.825185
4.496,0.876914
4.497,0.913189
4.498,0.94543
4.499,0.836458
4.5,0.666954
4.501,0.453878
4.502,0.382909
4.503,0.303126
4.504,0.203438
4.505,0.223872
4.506,0.192377
4.507,0.203856
4.508,0.297425
4.509,0.354785
4.51,0.475554
4.511,0.525417
4.512,0.499175
4.513,0.11451
4.514,-0.040557
4.515,-0.227429
4.516,-0.51123
4.517,-0.751617
4.518,-0.75303
4.519,-0.70489
4.52,-0.546377
4.521,-0.174545
4.522,0.047378
4.523,0.23187
4.524,0.386558
4.525,0.49354
